cte,steering_angle,error
0.0263,-0.0318198,0.0860214
0.0848,-0.360091,0.085864
0.1726,-0.52334,0.0857523
0.358,-1,0.0858367
0.4651,-0.677657,0.0860955
0.5548,-0.608636,0.0865346
0.6506,-0.658595,0.0872001
0.6876,-0.372474,0.0879606
0.7018,-0.261896,0.088757
0.6986,-0.174934,0.0895414
0.6824,-0.107434,0.090279
0.6392,0.0354704,0.0909018
0.6002,0.0215696,0.0914279
0.5356,0.161867,0.0918089
0.4897,0.0769558,0.0920968
0.4243,0.187054,0.0922675
0.3624,0.181569,0.0923433
0.3087,0.151047,0.092349
0.2901,-0.0209636,0.0923332
0.3189,-0.264021,0.0923512
0.3579,-0.323205,0.0924199
0.3918,-0.304951,0.0925372
0.4263,-0.315406,0.0927081
0.4376,-0.202257,0.0928969
0.4392,-0.154695,0.0930878
0.4331,-0.115606,0.0932677
0.4128,-0.0411632,0.0934144
0.3808,0.0231662,0.0935123
0.3683,-0.0723834,0.0935921
0.3297,0.0655084,0.0936207
0.2861,0.0989336,0.0935985
0.2564,0.0352238,0.093546
0.259,-0.126783,0.0934962
0.3391,-0.530376,0.0935366
0.4705,-0.813433,0.093776
0.5467,-0.553094,0.0941593
0.6301,-0.606384,0.0947244
0.6627,-0.359633,0.0953658
0.6738,-0.255151,0.0960324
0.6482,-0.0673538,0.0966338
0.6155,-0.0261498,0.0971564
0.5541,0.128867,0.0975443
0.5075,0.0634518,0.0978395
0.4384,0.189137,0.0980133
0.3931,0.0786926,0.0981172
0.3317,0.171203,0.098139
0.2944,0.0581564,0.098118
0.2611,0.0450246,0.0980633
0.2305,0.0379776,0.0979813
0.1884,0.104349,0.0978675
0.1506,0.0909144,0.0977308
0.1295,0.0121428,0.0975838
0.1121,-0.0024134,0.0974298
0.09,0.0259188,0.0972683
0.0773,-0.0181694,0.0971035
0.0653,-0.0189636,0.0969362
0.0933,-0.224369,0.0967775
0.2032,-0.655946,0.0966779
0.3001,-0.610676,0.0966661
0.3855,-0.570811,0.096759
0.4552,-0.506982,0.0969562
0.5072,-0.429737,0.0972419
0.5532,-0.409905,0.0976135
0.5638,-0.236011,0.0980047
0.5595,-0.161484,0.0983859
0.5316,-0.0384962,0.098712
0.5015,-0.0217634,0.0989819
0.4471,0.110565,0.0991599
0.4062,0.0513938,0.0992758
0.3653,0.0598442,0.0993359
0.304,0.174484,0.0993237
0.2634,0.0795002,0.0992713
0.2094,0.15774,0.0991744
0.1774,0.0545724,0.0990562
0.1495,0.0400262,0.0989226
0.1131,0.090094,0.0987728
0.0816,0.0721708,0.0986129
0.0771,-0.0617124,0.0984523
0.0997,-0.201528,0.0982992
0.1514,-0.357135,0.098169
0.182,-0.257485,0.0980568
0.2107,-0.253403,0.0979645
0.2188,-0.151659,0.0978784
0.2192,-0.112868,0.0977929
0.2085,-0.0548612,0.0976999
0.1953,-0.0393654,0.0975981
0.1694,0.0296504,0.0974805
0.149,0.0065508,0.0973523
0.1173,0.0696894,0.0972101
0.0958,0.023274,0.0970607
0.0944,-0.076712,0.0969112
0.1126,-0.178206,0.0967687
0.1779,-0.426824,0.0966587
0.2256,-0.348563,0.0965815
0.2624,-0.301755,0.0965349
0.2956,-0.290827,0.0965195
0.3043,-0.170555,0.0965129
0.3026,-0.118722,0.0965046
0.293,-0.0778126,0.0964868
0.267,0.008916,0.0964447
0.2435,0.000681596,0.0963828
0.2176,0.017596,0.0963012
0.1758,0.10545,0.0961926
0.1464,0.0497528,0.0960686
0.1056,0.115632,0.095928
0.0803,0.0441408,0.0957801
0.0577,0.0363466,0.0956276
0.0275,0.0817068,0.0954713
0.0093,0.0267318,0.0953144
-0.0128,0.0520746,0.0951581
-0.0247,0.0048688,0.0950031
-0.0379,0.015363,0.09485
-0.0444,-0.0155478,0.0946982
-0.051,-0.0125546,0.094548
-0.0539,-0.0293874,0.0943988
-0.0559,-0.032527,0.0942503
-0.0582,-0.0297258,0.0941028
-0.0595,-0.0337294,0.0939561
-0.0593,-0.0405706,0.0938097
-0.0676,0.0043624,0.0936655
-0.0073,-0.349967,0.0935146
0.0707,-0.453425,0.093372
0.1158,-0.297324,0.0932435
0.1591,-0.296427,0.0931344
0.1735,-0.154276,0.0930334
0.1758,-0.093721,0.092934
0.1669,-0.0354492,0.09283
0.1436,0.0416852,0.0927149
0.1231,0.0322756,0.0925914
0.0905,0.099774,0.0924572
0.0683,0.0526496,0.0923178
0.0379,0.100167,0.0921738
0.0195,0.0443256,0.0920286
-0.0033,0.0715704,0.0918832
-0.0157,0.0230228,0.0917387
-0.0298,0.0354958,0.0915956
-0.0366,0.0016892,0.0914537
-0.0414,-0.0059426,0.0913128
-0.0458,-0.0056234,0.091173
-0.0887,0.19693,0.0910426
0.0206,-0.58474,0.090901
0.0708,-0.298313,0.090767
0.1178,-0.290934,0.0906473
0.1712,-0.333079,0.0905519
0.1956,-0.192564,0.0904707
0.2126,-0.158726,0.0904005
0.213,-0.0756434,0.0903308
0.201,-0.0111232,0.0902536
0.1865,0.0043648,0.090168
0.1694,0.0208228,0.0900733
0.1407,0.0845826,0.0899652
0.1204,0.0466608,0.0898492
0.0922,0.0918406,0.0897245
0.0668,0.082967,0.0895939
0.0523,0.031417,0.0894611
0.0406,0.0198064,0.089327
0.0224,0.0560882,0.0891916
0.0156,0.000823399,0.0890562
0.0098,-0.002436,0.088921
0.0078,-0.0202806,0.0887862
0.0079,-0.029906,0.0886517
0.0087,-0.032569,0.0885177
0.0105,-0.0368436,0.0883842
0.0119,-0.0340198,0.0882511
0.0132,-0.0326872,0.0881185
0.0148,-0.0334736,0.0879863
0.0158,-0.0297022,0.0878545
0.0161,-0.0254002,0.0877232
0.016,-0.0225998,0.0875923
0.0229,-0.058295,0.0874621
0.1157,-0.505978,0.0873516
0.0855,0.115417,0.0872323
0.108,-0.15238,0.0871198
0.1346,-0.178114,0.0870173
0.1689,-0.223513,0.0869305
0.1851,-0.136397,0.0868525
0.1943,-0.103462,0.0867799
0.1976,-0.0748634,0.0867094
0.194,-0.039832,0.086637
0.1865,-0.0189022,0.0865606
0.1703,0.0278612,0.086476
0.157,0.0161286,0.0863852
0.1431,0.02206,0.0862885
0.1219,0.0629946,0.0861839
0.1079,0.0299958,0.086075
0.0895,0.0558874,0.085961
0.0789,0.0191884,0.0858448
0.07,0.0126264,0.085727
0.0626,0.0067158,0.085608
0.0535,0.0171204,0.0854879
0.0488,-0.0038484,0.0853675
0.0454,-0.009534,0.0852469
0.043,-0.0137842,0.0851264
0.0407,-0.0134544,0.085006
0.0399,-0.0203494,0.0848858
0.0396,-0.0222774,0.0847659
0.0397,-0.0237682,0.0846464
0.04,-0.024303,0.0845272
0.0405,-0.024898,0.0844085
0.0413,-0.0261066,0.0842902
0.0418,-0.0243032,0.0841722
0.0424,-0.0245728,0.0840547
0.0426,-0.0223464,0.0839376
0.0427,-0.021659,0.0838208
0.0425,-0.0199928,0.0837043
0.0422,-0.0193566,0.0835881
0.0417,-0.0182246,0.0834721
0.0411,-0.0176318,0.0833565
0.0402,-0.0160136,0.083241
0.0395,-0.0169782,0.0831258
0.0388,-0.0169652,0.0830109
0.0378,-0.0154166,0.0828961
0.037,-0.0164194,0.0827816
0.0363,-0.016954,0.0826674
0.0356,-0.016993,0.0825533
0.0346,-0.015474,0.0824396
0.0508,-0.104932,0.082328
0.2489,-1,0.0822996
0.6883,-1,0.0828448
0.5343,0.646052,0.0831266
0.4113,0.514815,0.0832461
0.3282,0.33142,0.0832801
0.3054,0.0341008,0.0832939
0.3514,-0.319484,0.0833495
0.4558,-0.632928,0.0835213
0.5265,-0.47927,0.0837885
0.6131,-0.576982,0.0841908
0.6534,-0.354562,0.0846623
0.681,-0.297698,0.085183
0.6804,-0.157757,0.0857012
0.6678,-0.0964364,0.0861947
0.6327,0.021894,0.0866244
0.6008,0.0111114,0.0869992
0.5478,0.126109,0.0872899
0.5101,0.0560976,0.0875255
0.4561,0.147426,0.0876894
0.4217,0.0553892,0.0878119
0.3762,0.119154,0.0878848
0.3363,0.0983698,0.0879189
